Number,System,Instruction,Input,Expected Output,Generated Output,Match
52,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: About 30 years or more after a one‑year emission pulse occurs, the sectors contributing the most to global warming are industry, fossil fuel combustion for energy and land transportation, essentially through CO2",medium,medium,True
53,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: For SLCFs with short lifetime (e.g., months), the response in surface temperature occurs strongly as soon as a sustained change in emissions is implemented and continues to grow for a few years, primarily due to thermal inertia in the climate system",medium,high,False
54,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: There is thus limited evidence and medium agreement for a small negative contribution to ERFaci from anthropogenic INP-induced cirrus modifications,medium,high,False
55,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Non-linear responses of regional runoff, groundwater recharge and water scarcity highlight the limitations of simple pattern-scaling techniques",high,high,True
56,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The impact of SRM can affect different regions in potentially disruptive ways,medium,high,False
57,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: To summarize, increased moisture transport from evaporative oceans to high precipitation regions of the atmospheric circulation will drive amplified P–E and salinity patterns over the ocean",medium,high,False
58,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: In AR6, Chapter 2 (Section 2.3.1.4.1) states that the HC has very likely widened and strengthened since at least the 1980s, mostly in the NH",high,high,True
59,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The AR5 assessed that the contrast of mean precipitation amount between dry and wet regions and seasons is expected to increase over most of the globe as temperatures increase,high,high,True
60,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: There is a likely increase in drought occurrence,high,high,True
61,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Discrepancies between observed and simulated changes in SSTs in the tropics indicate that a temporary strengthening of the Walker Circulation can arise from internal variability,high,high,True
62,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The long time scale also implies that the amount of deep-ocean warming is irreversible over centuries to millennia,high,medium,False
63,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Projections confirm SROCC assessment that fresh ocean regions will continue to get fresher and salty ocean regions will continue to get saltier in the 21st century,high,high,True
64,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: As eddies potentially play a role in determining the strength of gyre circulations and their low- frequency variability (Fox-Kemper and Pedlosky, 2004; Berloff et al., 2007), it is expected that eddy-present and eddy-rich models will differ in their decadal variability and sensitivity to changes in the wind stress of gyres from eddy-parameterized models",high,high,True
65,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The California Current system has experienced some upwelling-favourable wind intensification since the 1980s,high,high,True
66,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The changes in stratification result partly from surface freshening (De Lavergne et al., 2014), associated with increased northward sea ice advection (Haumann et al., 2020) and/or melting of the Antarctic ice sheet",high,high,True
67,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The SR1.5 (Hoegh-Guldberg et al., 2018) assessed that a threshold for WAIS instability may be close to 1.5°C–2°C",high,high,True
68,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Under around 2°C–3°C peak warming, complete or near-complete loss of the WAIS is projected in most studies after multiple millennia, with continent-wide mass losses of around 2–5 m SLE or more; this could occur on multi-century time scales under very high basal melting (Lipscomb et al., 2021) or widespread ice-shelf loss and/or MICI",medium,medium,True
69,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Carbon dioxide removal, solar radiation modification, and local ice-shelf engineering may be effective at reducing the yet-to-be- realized sea level commitment, but ineffective at reversing GMSL rise",high,medium,False
70,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Dynamical downscaling using regional climate models adds value in representing many regional weather and climate phenomena, especially over regions of complex orography or with heterogeneous surface characteristics",high,high,True
71,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Bias adjustment has proven beneficial as an interface between climate model projections and impact modelling in many different contexts,high,medium,False
72,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: At the global scale, the intensification of heavy precipitation will follow the rate of increase in the maximum amount of moisture that the atmosphere can hold as it warms",high,medium,False
73,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Increases in the intensity of extreme precipitation at regional scales will vary, depending on the amount of regional warming, changes in atmospheric circulation and storm dynamics",high,high,True
74,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Both the ENSO amplitude and the frequency of high-magnitude events since 1950 is higher than over the pre-industrial period,high,medium,False
75,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Extreme precipitation intensity is also increasing in several other regions, such as SAH, NEAF, SEAF, ESAF and MDG",medium,high,False
76,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Monsoon floods will be more intense in SAS,high,high,True
77,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Higher future temperatures are expected to alter the seasonal profile of hydrologic droughts given reduced summer snowmelt,high,medium,False
78,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: In New Zealand, mean wind patterns are projected to become more north-easterly in summer, and westerlies to become more intense in winter",high,high,True
79,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: In NWS, a wide range of changes is projected",high,high,True
80,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Fire weather conditions have been increasing since about 1980 over a few regions in Europe including Mediterranean areas,high,high,True
81,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Wind stagnation events may become more frequent in future climate scenarios in some areas of Europe in the second half of the 21st century (Horton et al., 2014; Vautard et al., 2018), with potential consequences on air quality",high,medium,False
82,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate change drives future increases in North American fire weather, particularly in the south-west",medium,high,False
83,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The mean wind speeds decline in North America – as in other Northern Hemisphere areas – over the past four decades has reversed in the last decade,medium,high,False
84,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: In the Arctic, mid-winter snowpack increases in some of the coldest and high- elevation locations given higher precipitation totals",medium,high,False
85,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Climate change-related variations in oceanic drivers (e.g., relative sea level, storm surge, ocean waves), combined with tropical cyclones, extreme precipitation and river flooding, are expected to lead to more frequent and more intense coastal flooding and erosion",high,medium,False
86,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The emergence of increasing precipitation before the middle of the 21st century is found across scenarios in Siberian regions, Russian Far East, Northern Europe, Arctic regions and the northernmost parts of North America",high,high,True
87,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The Arctic Ocean will likely become sea ice-free in September before 2050 in all considered SSP scenarios; such disappearance including several months in most years at 3°C–5°C,high,high,True
88,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Spring Snow Cover has seen substantial reductions in spring snow cover extent in the Northern Hemisphere since 1978,high,medium,False
89,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Across each of the continents, higher warming is likely to occur in northern Africa, the central interior of southern and Western Africa; in North Asia; in Central Australia; in Amazonia; in Northern Europe and northern North America",high,high,True
90,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: The rate of surface temperature increase has generally been more rapid in Africa than the global average and by at least 0.1°C–0.2°C during 1961–2015,medium,high,False
91,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: The assessment found that the volume of ice in New Zealand has declined by 36–61% from the mid- to late 1800s to the late 1900s, while late-season significant snow depth has also declined in three out of four Snowy Mountain sites in Australia between 1957 and 2002",medium,medium,True
92,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: According to AR5 (Christensen et al., 2013), significant positive trends of temperature have been observed in Central America",medium,medium,True
93,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.",Statement: Under moderate future emissions overall negative but non-significant precipitation trends are projected for the 21st century,medium,medium,True
94,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Under high RCPs, the CMIP5 ensemble projects that all Brazilian regions will experience more rainfall variability in the future, so drier dry periods and wetter wet periods on daily, weekly, monthly and seasonal time scales, despite the future changes in mean rainfall being currently uncertain",high,high,True
95,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: In the south-west, north-east and north-west, SMB turns negative or close to zero after 2000 and remains above zero in other regions",high,high,True
96,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Approximately half of the species assessed globally have shifted polewards or, on land, also to higher elevations",high,medium,False
97,You are a knowledgeable climate science assistant trained to assess the confidence level associated with various statements about climate change.,"You will be presented with a statement about climate science, climate impacts or climate change mitigation which is retrieved or paraphrased from the IPCC AR6 WGI, WGII or WGIII assessment reports. Climate scientists have evaluated that statement as low confidence, medium confidence, high confidence, or very high confidence, based on evidence (type, amount, quantity, consistency) and agreement among their peers. What is their confidence level?
 Respond *only* with one of the following words: 'low', 'medium', 'high', 'very high'. If you don't know, you can respond 'I don't know'.","Statement: Mental health challenges, including anxiety and stress, are expected to increase under further global warming in all assessed regions, particularly for children, adolescents, elderly, and those with underlying health conditions",medium,high,False
